,dia,value
0,0,0.3502368665023508
1,1,0.3502368665023508
2,2,0.35023686650235086
3,3,0.38873127296599286
4,4,0.38873127296599286
5,5,0.38873127296599286
6,6,0.38873127296599286
7,7,0.38873127296599286
8,8,0.38873127296599286
9,9,0.38873127296599286
10,10,0.38873127296599286
11,11,0.38873127296599286
12,12,0.38873127296599286
13,13,0.38873127296599286
14,14,0.38873127296599286
15,15,0.38873127296599286
16,16,0.38873127296599286
17,17,0.38873127296599286
18,18,0.38873127296599286
19,19,0.38873127296599286
20,20,0.38873127296599286
21,21,0.38873127296599286
22,22,0.38873127296599286
23,23,0.38873127296599286
24,24,0.38873127296599286
25,25,0.38873127296599286
26,26,0.38873127296599286
27,27,0.38873127296599286
28,28,0.38873127296599286
29,29,0.38873127296599286
30,30,0.38873127296599286
31,31,0.38873127296599286
32,32,0.38873127296599286
33,33,0.38873127296599286
34,34,0.38873127296599286
35,35,0.38873127296599286
36,36,0.38873127296599286
37,37,0.38873127296599286
38,38,0.38873127296599286
39,39,0.38873127296599286
40,40,0.38873127296599286
41,41,0.38873127296599286
42,42,0.38873127296599286
43,43,0.38873127296599286
44,44,0.38873127296599286
45,45,0.38873127296599286
46,46,0.38873127296599286
47,47,0.38873127296599286
48,48,0.38873127296599286
49,49,0.38873127296599286
