,camion,comuna,dia,value
0,0,Arica,0,1000.0
1,0,Arica,1,1000.0
2,0,Arica,2,0.0
3,0,Arica,3,1000.0
4,0,Arica,4,1000.0
5,0,Arica,5,1000.0
6,0,Arica,6,1000.0
7,0,Arica,7,1000.0
8,0,Arica,8,1000.0
9,0,Arica,9,1000.0
10,0,Arica,10,1000.0
11,0,Arica,11,1000.0
12,0,Arica,12,1000.0
13,0,Arica,13,1000.0
14,0,Arica,14,1000.0
15,0,Arica,15,1000.0
16,0,Arica,16,1000.0
17,0,Arica,17,1000.0
18,0,Arica,18,1000.0
19,0,Arica,19,1000.0
20,0,Arica,20,1000.0
21,0,Arica,21,1000.0
22,0,Arica,22,1000.0
23,0,Arica,23,1000.0
24,0,Arica,24,1000.0
25,0,Arica,25,1000.0
26,0,Arica,26,1000.0
27,0,Arica,27,1000.0
28,0,Arica,28,1000.0
29,0,Arica,29,1000.0
30,0,Arica,30,1000.0
31,0,Arica,31,1000.0
32,0,Arica,32,1000.0
33,0,Arica,33,1000.0
34,0,Arica,34,1000.0
35,0,Arica,35,1000.0
36,0,Arica,36,1000.0
37,0,Arica,37,1000.0
38,0,Arica,38,1000.0
39,0,Arica,39,1000.0
40,0,Arica,40,1000.0
41,0,Arica,41,1000.0
42,0,Arica,42,1000.0
43,0,Arica,43,1000.0
44,0,Arica,44,1000.0
45,0,Arica,45,1000.0
46,0,Arica,46,1000.0
47,0,Arica,47,1000.0
48,0,Arica,48,1000.0
49,0,Arica,49,1000.0
50,0,Camarones,0,0.0
51,0,Camarones,1,0.0
52,0,Camarones,2,0.0
53,0,Camarones,3,0.0
54,0,Camarones,4,0.0
55,0,Camarones,5,0.0
56,0,Camarones,6,0.0
57,0,Camarones,7,0.0
58,0,Camarones,8,0.0
59,0,Camarones,9,0.0
60,0,Camarones,10,0.0
61,0,Camarones,11,0.0
62,0,Camarones,12,0.0
63,0,Camarones,13,0.0
64,0,Camarones,14,0.0
65,0,Camarones,15,0.0
66,0,Camarones,16,0.0
67,0,Camarones,17,0.0
68,0,Camarones,18,0.0
69,0,Camarones,19,0.0
70,0,Camarones,20,0.0
71,0,Camarones,21,0.0
72,0,Camarones,22,0.0
73,0,Camarones,23,0.0
74,0,Camarones,24,0.0
75,0,Camarones,25,0.0
76,0,Camarones,26,0.0
77,0,Camarones,27,0.0
78,0,Camarones,28,0.0
79,0,Camarones,29,0.0
80,0,Camarones,30,0.0
81,0,Camarones,31,0.0
82,0,Camarones,32,0.0
83,0,Camarones,33,0.0
84,0,Camarones,34,0.0
85,0,Camarones,35,0.0
86,0,Camarones,36,0.0
87,0,Camarones,37,0.0
88,0,Camarones,38,0.0
89,0,Camarones,39,0.0
90,0,Camarones,40,0.0
91,0,Camarones,41,0.0
92,0,Camarones,42,0.0
93,0,Camarones,43,0.0
94,0,Camarones,44,0.0
95,0,Camarones,45,0.0
96,0,Camarones,46,0.0
97,0,Camarones,47,0.0
98,0,Camarones,48,0.0
99,0,Camarones,49,0.0
100,0,Putre,0,0.0
101,0,Putre,1,0.0
102,0,Putre,2,0.0
103,0,Putre,3,0.0
104,0,Putre,4,0.0
105,0,Putre,5,0.0
106,0,Putre,6,0.0
107,0,Putre,7,0.0
108,0,Putre,8,0.0
109,0,Putre,9,0.0
110,0,Putre,10,0.0
111,0,Putre,11,0.0
112,0,Putre,12,0.0
113,0,Putre,13,0.0
114,0,Putre,14,0.0
115,0,Putre,15,0.0
116,0,Putre,16,0.0
117,0,Putre,17,0.0
118,0,Putre,18,0.0
119,0,Putre,19,0.0
120,0,Putre,20,0.0
121,0,Putre,21,0.0
122,0,Putre,22,0.0
123,0,Putre,23,0.0
124,0,Putre,24,0.0
125,0,Putre,25,0.0
126,0,Putre,26,0.0
127,0,Putre,27,0.0
128,0,Putre,28,0.0
129,0,Putre,29,0.0
130,0,Putre,30,0.0
131,0,Putre,31,0.0
132,0,Putre,32,0.0
133,0,Putre,33,0.0
134,0,Putre,34,0.0
135,0,Putre,35,0.0
136,0,Putre,36,0.0
137,0,Putre,37,0.0
138,0,Putre,38,0.0
139,0,Putre,39,0.0
140,0,Putre,40,0.0
141,0,Putre,41,0.0
142,0,Putre,42,0.0
143,0,Putre,43,0.0
144,0,Putre,44,0.0
145,0,Putre,45,0.0
146,0,Putre,46,0.0
147,0,Putre,47,0.0
148,0,Putre,48,0.0
149,0,Putre,49,0.0
150,0,General Lagos,0,0.0
151,0,General Lagos,1,0.0
152,0,General Lagos,2,1000.0
153,0,General Lagos,3,0.0
154,0,General Lagos,4,0.0
155,0,General Lagos,5,0.0
156,0,General Lagos,6,0.0
157,0,General Lagos,7,0.0
158,0,General Lagos,8,0.0
159,0,General Lagos,9,0.0
160,0,General Lagos,10,0.0
161,0,General Lagos,11,0.0
162,0,General Lagos,12,0.0
163,0,General Lagos,13,0.0
164,0,General Lagos,14,0.0
165,0,General Lagos,15,0.0
166,0,General Lagos,16,0.0
167,0,General Lagos,17,0.0
168,0,General Lagos,18,0.0
169,0,General Lagos,19,0.0
170,0,General Lagos,20,0.0
171,0,General Lagos,21,0.0
172,0,General Lagos,22,0.0
173,0,General Lagos,23,0.0
174,0,General Lagos,24,0.0
175,0,General Lagos,25,0.0
176,0,General Lagos,26,0.0
177,0,General Lagos,27,0.0
178,0,General Lagos,28,0.0
179,0,General Lagos,29,0.0
180,0,General Lagos,30,0.0
181,0,General Lagos,31,0.0
182,0,General Lagos,32,0.0
183,0,General Lagos,33,0.0
184,0,General Lagos,34,0.0
185,0,General Lagos,35,0.0
186,0,General Lagos,36,0.0
187,0,General Lagos,37,0.0
188,0,General Lagos,38,0.0
189,0,General Lagos,39,0.0
190,0,General Lagos,40,0.0
191,0,General Lagos,41,0.0
192,0,General Lagos,42,0.0
193,0,General Lagos,43,0.0
194,0,General Lagos,44,0.0
195,0,General Lagos,45,0.0
196,0,General Lagos,46,0.0
197,0,General Lagos,47,0.0
198,0,General Lagos,48,0.0
199,0,General Lagos,49,0.0
200,1,Arica,0,1000.0
201,1,Arica,1,0.0
202,1,Arica,2,1000.0
203,1,Arica,3,1000.0
204,1,Arica,4,1000.0
205,1,Arica,5,1000.0
206,1,Arica,6,1000.0
207,1,Arica,7,1000.0
208,1,Arica,8,1000.0
209,1,Arica,9,1000.0
210,1,Arica,10,1000.0
211,1,Arica,11,1000.0
212,1,Arica,12,1000.0
213,1,Arica,13,1000.0
214,1,Arica,14,1000.0
215,1,Arica,15,1000.0
216,1,Arica,16,1000.0
217,1,Arica,17,1000.0
218,1,Arica,18,0.0
219,1,Arica,19,1000.0
220,1,Arica,20,1000.0
221,1,Arica,21,1000.0
222,1,Arica,22,1000.0
223,1,Arica,23,1000.0
224,1,Arica,24,1000.0
225,1,Arica,25,1000.0
226,1,Arica,26,1000.0
227,1,Arica,27,1000.0
228,1,Arica,28,1000.0
229,1,Arica,29,1000.0
230,1,Arica,30,1000.0
231,1,Arica,31,1000.0
232,1,Arica,32,1000.0
233,1,Arica,33,1000.0
234,1,Arica,34,1000.0
235,1,Arica,35,1000.0
236,1,Arica,36,1000.0
237,1,Arica,37,1000.0
238,1,Arica,38,1000.0
239,1,Arica,39,1000.0
240,1,Arica,40,1000.0
241,1,Arica,41,1000.0
242,1,Arica,42,0.0
243,1,Arica,43,1000.0
244,1,Arica,44,1000.0
245,1,Arica,45,1000.0
246,1,Arica,46,1000.0
247,1,Arica,47,1000.0
248,1,Arica,48,1000.0
249,1,Arica,49,1000.0
250,1,Camarones,0,0.0
251,1,Camarones,1,0.0
252,1,Camarones,2,0.0
253,1,Camarones,3,0.0
254,1,Camarones,4,0.0
255,1,Camarones,5,0.0
256,1,Camarones,6,0.0
257,1,Camarones,7,0.0
258,1,Camarones,8,0.0
259,1,Camarones,9,0.0
260,1,Camarones,10,0.0
261,1,Camarones,11,0.0
262,1,Camarones,12,0.0
263,1,Camarones,13,0.0
264,1,Camarones,14,0.0
265,1,Camarones,15,0.0
266,1,Camarones,16,0.0
267,1,Camarones,17,0.0
268,1,Camarones,18,0.0
269,1,Camarones,19,0.0
270,1,Camarones,20,0.0
271,1,Camarones,21,0.0
272,1,Camarones,22,0.0
273,1,Camarones,23,0.0
274,1,Camarones,24,0.0
275,1,Camarones,25,0.0
276,1,Camarones,26,0.0
277,1,Camarones,27,0.0
278,1,Camarones,28,0.0
279,1,Camarones,29,0.0
280,1,Camarones,30,0.0
281,1,Camarones,31,0.0
282,1,Camarones,32,0.0
283,1,Camarones,33,0.0
284,1,Camarones,34,0.0
285,1,Camarones,35,0.0
286,1,Camarones,36,0.0
287,1,Camarones,37,0.0
288,1,Camarones,38,0.0
289,1,Camarones,39,0.0
290,1,Camarones,40,0.0
291,1,Camarones,41,0.0
292,1,Camarones,42,0.0
293,1,Camarones,43,0.0
294,1,Camarones,44,0.0
295,1,Camarones,45,0.0
296,1,Camarones,46,0.0
297,1,Camarones,47,0.0
298,1,Camarones,48,0.0
299,1,Camarones,49,0.0
300,1,Putre,0,0.0
301,1,Putre,1,1000.0
302,1,Putre,2,0.0
303,1,Putre,3,0.0
304,1,Putre,4,0.0
305,1,Putre,5,0.0
306,1,Putre,6,0.0
307,1,Putre,7,0.0
308,1,Putre,8,0.0
309,1,Putre,9,0.0
310,1,Putre,10,0.0
311,1,Putre,11,0.0
312,1,Putre,12,0.0
313,1,Putre,13,0.0
314,1,Putre,14,0.0
315,1,Putre,15,0.0
316,1,Putre,16,0.0
317,1,Putre,17,0.0
318,1,Putre,18,0.0
319,1,Putre,19,0.0
320,1,Putre,20,0.0
321,1,Putre,21,0.0
322,1,Putre,22,0.0
323,1,Putre,23,0.0
324,1,Putre,24,0.0
325,1,Putre,25,0.0
326,1,Putre,26,0.0
327,1,Putre,27,0.0
328,1,Putre,28,0.0
329,1,Putre,29,0.0
330,1,Putre,30,0.0
331,1,Putre,31,0.0
332,1,Putre,32,0.0
333,1,Putre,33,0.0
334,1,Putre,34,0.0
335,1,Putre,35,0.0
336,1,Putre,36,0.0
337,1,Putre,37,0.0
338,1,Putre,38,0.0
339,1,Putre,39,0.0
340,1,Putre,40,0.0
341,1,Putre,41,0.0
342,1,Putre,42,1000.0
343,1,Putre,43,0.0
344,1,Putre,44,0.0
345,1,Putre,45,0.0
346,1,Putre,46,0.0
347,1,Putre,47,0.0
348,1,Putre,48,0.0
349,1,Putre,49,0.0
350,1,General Lagos,0,0.0
351,1,General Lagos,1,0.0
352,1,General Lagos,2,0.0
353,1,General Lagos,3,0.0
354,1,General Lagos,4,0.0
355,1,General Lagos,5,0.0
356,1,General Lagos,6,0.0
357,1,General Lagos,7,0.0
358,1,General Lagos,8,0.0
359,1,General Lagos,9,0.0
360,1,General Lagos,10,0.0
361,1,General Lagos,11,0.0
