,dia,value
0,0,0.142089489360513
1,1,0.14208948936051297
2,2,0.142089489360513
3,3,0.14208948936051297
4,4,0.14208948936051297
5,5,0.14208948936051297
6,6,0.14208948936051297
7,7,0.14208948936051297
8,8,0.14208948936051297
9,9,0.14208948936051297
10,10,0.14208948936051297
11,11,0.14208948936051297
12,12,0.14208948936051297
13,13,0.14208948936051297
14,14,0.14208948936051297
15,15,0.14208948936051297
16,16,0.14208948936051297
17,17,0.14208948936051297
18,18,0.14208948936051297
19,19,0.14208948936051297
20,20,0.142089489360513
21,21,0.142089489360513
22,22,0.142089489360513
23,23,0.142089489360513
24,24,0.14208948936051297
25,25,0.14208948936051297
26,26,0.14208948936051297
27,27,0.14208948936051297
28,28,0.14208948936051297
29,29,0.14208948936051297
30,30,0.14220959673010342
31,31,0.14220959673010342
32,32,0.14220959673010342
33,33,0.14220959673010342
34,34,0.14220959673010342
35,35,0.14220959673010342
36,36,0.14220959673010342
37,37,0.14220959673010342
38,38,0.14220959673010342
39,39,0.14220959673010344
40,40,0.14220959673010344
41,41,0.14220959673010344
42,42,0.14220959673010344
43,43,0.14220959673010344
44,44,0.14220959673010344
45,45,0.14220959673010344
46,46,0.14220959673010344
47,47,0.14244981146928432
48,48,0.14244981146928432
49,49,0.14244981146928432
50,50,0.14244981146928432
51,51,0.14244981146928432
52,52,0.14244981146928432
53,53,0.14244981146928432
54,54,0.14244981146928432
55,55,0.14244981146928432
56,56,0.14244981146928432
57,57,0.14244981146928432
58,58,0.14244981146928432
59,59,0.14244981146928432
60,60,0.14244981146928432
61,61,0.14244981146928432
62,62,0.14269002620846521
63,63,0.14269002620846521
64,64,0.14269002620846521
65,65,0.14269002620846521
66,66,0.14269002620846521
67,67,0.14269002620846521
68,68,0.14269002620846521
69,69,0.14269002620846521
70,70,0.14269002620846521
71,71,0.14269002620846521
72,72,0.14269002620846521
73,73,0.14269002620846521
74,74,0.14269002620846521
75,75,0.14269002620846521
76,76,0.14269002620846521
77,77,0.14271881707914183
78,78,0.14271881707914186
79,79,0.14271881707914186
80,80,0.14271881707914186
81,81,0.14271881707914183
82,82,0.14271881707914183
83,83,0.14271881707914183
84,84,0.14271881707914183
85,85,0.14271881707914183
86,86,0.14271881707914183
87,87,0.14271881707914183
88,88,0.14271881707914183
89,89,0.14271881707914183
90,90,0.14271881707914183
91,91,0.14271881707914183
92,92,0.14271881707914183
93,93,0.14271881707914183
94,94,0.14271881707914183
95,95,0.14271881707914183
96,96,0.14271881707914183
97,97,0.14271881707914186
98,98,0.14271881707914186
99,99,0.14271881707914186
100,100,0.14271881707914186
101,101,0.14271881707914186
102,102,0.14271881707914186
103,103,0.14271881707914186
104,104,0.14271881707914186
105,105,0.14271881707914186
106,106,0.14271881707914186
107,107,0.14271881707914186
